Адрес,Район,Количество комнат,Площадь м2,Этаж,Балкон,Высота потолков м,Санузел,Окна,Ремонт,Вид сделки,Тип дома,Количество этажей,Лифт,Год постройки,Дата публикации,Стоимость
"Республика Бурятия, Улан-Удэ, ул. Шаляпина, 17",Железнодорожный район,2,48,1,NaN,NaN,совмещенный,во двор,косметический,NaN,деревянный,2,NaN,NaN,19 марта в 15:22,3200000
"Республика Бурятия, Улан-Удэ, 105-й мкр-н, 35",Октябрьский район,1,33.3,1,балкон,2.7,совмещенный,на улицу,евро,возможна ипотека,кирпичный,3,0,2017,20 марта в 12:07,4950000
"Республика Бурятия, Улан-Удэ, Ключевская ул., 102",Октябрьский район,2,46,2,балкон,NaN,раздельный,"во двор, на солнечную сторону",евро,возможна ипотека,панельный,5,NaN,1974,4 апреля в 15:10,6250000
"Республика Бурятия, Улан-Удэ, Комсомольская ул., 2А",Железнодорожный район,1,30.8,1,NaN,NaN,совмещенный,во двор,требует ремонта,NaN,кирпичный,5,NaN,1969,12 марта в 17:20,4400000
"Республика Бурятия, Улан-Удэ, 102-й мкр-н, ул. Ринчино, 25",Октябрьский район,3,80.5,1,балкон,NaN,раздельный,NaN,евро,возможна ипотека,кирпичный,3,NaN,2003,18 марта в 23:33,8500000
"Республика Бурятия, Улан-Удэ, Краснофлотская ул., 40",Октябрьский район,3,61.9,1,NaN,2.7,раздельный,во двор,требует ремонта,NaN,панельный,5,0,1980,7 апреля в 15:38,12500000
"Республика Бурятия, Улан-Удэ, Столбовая ул., 62",Октябрьский район,2,47.7,2,балкон,NaN,совмещенный,во двор,косметический,возможна ипотека,кирпичный,5,0,1994,22 марта в 21:24,6300000
"105-й мкр., стр. 1",Октябрьский район,1,31.8,4,балкон,2.8,совмещенный,NaN,NaN,NaN,монолитно-кирпичный,9,NaN,NaN,17 марта в 01:01,3950000
"Республика Бурятия, Улан-Удэ, Медицинская ул., 27А",Октябрьский район,2,35.4,1,NaN,3 м,совмещенный,"во двор, на улицу, на солнечную сторону",косметический,возможна ипотека,деревянный,1,NaN,1976,9 марта в 20:14,2520000
"Республика Бурятия, Улан-Удэ, Тобольская ул., 153А",Октябрьский район,2,54.9,3,балкон,NaN,раздельный,на улицу,косметический,возможна ипотека,кирпичный,5,NaN,2007,14 марта в 00:12,6750000
"Республика Бурятия, Улан-Удэ, 111-й мкр-н, 11",Октябрьский район,2,47.2,4,лоджия,NaN,раздельный,"во двор, на улицу",косметический,возможна ипотека,кирпичный,5,0,1998,12 марта в 11:16,5150000
"Республика Бурятия, Улан-Удэ, Краснофлотская ул., 48",Октябрьский район,1,34.5,4,балкон,NaN,совмещенный,NaN,евро,возможна ипотека,кирпичный,5,0,NaN,14 марта в 13:27,4800000
"Республика Бурятия, Улан-Удэ, ул. Добролюбова, 35Б",Железнодорожный район,3,72,7,балкон,NaN,раздельный,NaN,евро,возможна ипотека,монолитно-кирпичный,10,1,NaN,15 марта в 05:15,10700000
"мкр. 148-А, стр. 3",Октябрьский район,3,78.2,13,балкон,NaN,раздельный,"во двор, на улицу",NaN,NaN,панельный,16,1,NaN,22 марта в 11:18,5026000
"Республика Бурятия, Улан-Удэ, пер. Толстого, 2",Советский район,2,47.9,2,лоджия,2.5,раздельный,"во двор, на солнечную сторону",дизайнерский,NaN,панельный,10,1,1993,14 марта в 11:34,6950000
"Республика Бурятия, Улан-Удэ, Комсомольская ул., 35",Железнодорожный район,3,56,1,NaN,2.6,совмещенный,"во двор, на улицу, на солнечную сторону",евро,возможна ипотека,кирпичный,5,NaN,1973,15 марта в 14:43,7000000
"Республика Бурятия, Улан-Удэ, ул. Павлова",Октябрьский район,3,44,4,NaN,3 м,совмещенный,"во двор, на улицу",косметический,NaN,кирпичный,4,NaN,NaN,15 марта в 20:06,5800000
"Республика Бурятия, Улан-Удэ, мкр-н Загорск, ул. Репина, 28",Железнодорожный район,2,43,1,NaN,NaN,совмещенный,во двор,косметический,возможна ипотека,кирпичный,2,0,1956,20 марта в 12:07,3600000
"мкр. 148-А, стр. 3",Октябрьский район,1,38.2,10,балкон,2.8,совмещенный,во двор,NaN,NaN,панельный,16,NaN,NaN,19 марта в 00:26,3500000
"Республика Бурятия, Улан-Удэ, ул. Жердева, 134",Октябрьский район,2,48.4,1,балкон,NaN,раздельный,NaN,косметический,возможна ипотека,кирпичный,5,0,1976,22 марта в 10:00,6700000
"Республика Бурятия, Улан-Удэ, ул. Гагарина, 73А",Железнодорожный район,2,50,2,балкон,NaN,раздельный,"во двор, на улицу",косметический,возможна ипотека,кирпичный,5,NaN,1986,13 марта в 12:59,6200000
"Республика Бурятия, Улан-Удэ, мкр-н Восточный, ул. Камова, 1",Железнодорожный район,3,56.2,5,балкон,NaN,раздельный,"во двор, на улицу",косметический,возможна ипотека,кирпичный,5,NaN,NaN,18 марта в 13:11,6199999
"Республика Бурятия, Улан-Удэ, ул. Добролюбова, 37",Железнодорожный район,3,78.4,4,балкон,NaN,совмещенный,NaN,евро,возможна ипотека,кирпичный,9,1,NaN,10 марта в 21:17,12936000
"Республика Бурятия, Улан-Удэ, 115-й мкр-н, 3",Октябрьский район,1,32.4,5,балкон,NaN,совмещенный,NaN,евро,возможна ипотека,кирпичный,5,0,NaN,21 марта в 17:23,4550000
"Республика Бурятия, Улан-Удэ, ул. Жердева, 42Бк2",Октябрьский район,2,51,3,NaN,NaN,совмещенный,на улицу,евро,возможна ипотека,монолитно-кирпичный,16,1,2022,14 марта в 16:14,9750000
"кв-л 115, стр. 17",Октябрьский район,1,28.9,4,балкон,NaN,совмещенный,на солнечную сторону,NaN,NaN,кирпичный,5,0,NaN,22 марта в 13:39,3150000
"Республика Бурятия, Улан-Удэ, ул. Калашникова, 10",Октябрьский район,3,64.3,4,лоджия,2.7,раздельный,"во двор, на улицу",косметический,возможна ипотека,панельный,5,0,1984,16 марта в 10:44,7350000
"Республика Бурятия, Улан-Удэ, мкр-н Никольский, ул. Успенского, 17",Октябрьский район,1,18,1,NaN,2.8,совмещенный,во двор,требует ремонта,возможна ипотека,деревянный,1,0,NaN,24 марта в 16:53,2100000
"Республика Бурятия, Улан-Удэ, Профсоюзная ул., 40",Советский район,2,47,5,балкон,2.5,совмещенный,"во двор, на улицу, на солнечную сторону",требует ремонта,NaN,панельный,5,0,1971,19 марта в 02:31,7300000
"Республика Бурятия, Улан-Удэ, ул. Жердева, 60",Октябрьский район,3,60.3,4,балкон,NaN,раздельный,"на улицу, на солнечную сторону",евро,возможна ипотека,панельный,5,0,1976,18 марта в 20:07,8586000
"ул. Москалёва, стр. 12",Октябрьский район,1,37.2,4,балкон,NaN,совмещенный,"во двор, на улицу",NaN,возможна ипотека,кирпичный,5,0,NaN,15 марта в 13:00,3620000
"Республика Бурятия, городской округ Улан-Удэ,Октябрьский район",Октябрьский район,1,27.5,5,NaN,NaN,совмещенный,"во двор, на солнечную сторону",NaN,возможна ипотека,монолитно-кирпичный,9,NaN,NaN,20 марта в 11:14,3600000
"Республика Бурятия, Улан-Удэ, 104-й квартал, 5",Октябрьский район,2,50,2,балкон,2.7,совмещенный,"во двор, на улицу, на солнечную сторону",евро,возможна ипотека,монолитно-кирпичный,9,1,2022,23 марта в 11:17,8600000
"Республика Бурятия, Улан-Удэ, 102-й мкр-н, ул. Ринчино, 21",Октябрьский район,3,66.4,10,балкон,NaN,раздельный,NaN,евро,возможна ипотека,панельный,10,1,NaN,11 марта в 13:29,6000000
"ул. Москалёва, стр. 12",Октябрьский район,1,31.8,5,балкон,NaN,совмещенный,на улицу,NaN,возможна ипотека,кирпичный,5,0,NaN,20 марта в 15:47,3550000
"кв-л 115, стр. 17",Октябрьский район,1,44,3,лоджия,NaN,совмещенный,NaN,NaN,NaN,кирпичный,5,NaN,NaN,13 марта в 16:22,4200000
